<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.02	09:30:00	16000.0	16015.12	15982.18	16009.88	3214	0	3
2024.01.02	09:45:00	16009.88	16012.8	15977.07	15977.58	1151	0	4
2024.01.02	10:00:00	15977.58	16012.23	15969.99	16001.44	1211	0	3
2024.01.02	10:15:00	16001.44	16039.89	15982.19	16031.3	3570	0	4
2024.01.02	10:30:00	16031.3	16035.11	15946.1	15970.4	2546	0	2
2024.01.02	10:45:00	15970.4	15979.11	15910.37	15929.98	1039	0	2
2024.01.02	11:00:00	15929.98	15934.96	15916.66	15934.3	3242	0	1
2024.01.02	11:15:00	15934.3	15940.75	15917.0	15924.73	831	0	1
2024.01.02	11:30:00	15924.73	15936.07	15896.21	15924.53	1537	0	4
2024.01.02	11:45:00	15924.53	15930.3	15894.47	15898.23	3709	0	2
2024.01.02	12:00:00	15898.23	15936.43	15894.06	15925.99	1500	0	1
2024.01.02	12:15:00	15925.99	15961.09	15914.77	15950.62	785	0	2
2024.01.02	12:30:00	15950.62	15953.81	15934.86	15953.0	4819	0	2
2024.01.02	12:45:00	15953.0	15998.41	15944.06	15988.63	1510	0	3
2024.01.02	13:00:00	15988.63	16011.88	15985.19	16003.62	2816	0	1
2024.01.02	13:15:00	16003.62	16021.27	15962.47	15976.99	4211	0	1
2024.01.02	13:30:00	15976.99	16008.71	15958.81	15988.87	4954	0	3
2024.01.02	13:45:00	15988.87	16005.58	15958.95	15959.15	4143	0	1
2024.01.02	14:00:00	15959.15	15995.41	15941.71	15986.98	2028	0	2
2024.01.02	14:15:00	15986.98	16017.9	15970.32	15985.74	4343	0	3
2024.01.02	14:30:00	15985.74	15988.71	15971.44	15980.26	557	0	3
2024.01.02	14:45:00	15980.26	16027.77	15951.79	15959.26	1967	0	1
2024.01.02	15:00:00	15959.26	16001.46	15954.22	15997.89	1397	0	3
2024.01.02	15:15:00	15997.89	16001.89	15983.19	15993.36	2876	0	1
2024.01.02	15:30:00	15993.36	15999.6	15979.44	15980.25	4512	0	1
2024.01.02	15:45:00	15980.25	15986.08	15951.58	15969.54	3980	0	1
2024.01.03	09:30:00	15969.54	15999.64	15962.82	15986.54	4992	0	3
2024.01.03	09:45:00	15986.54	16000.11	15968.8	15998.32	1116	0	3
2024.01.03	10:00:00	15998.32	16039.49	15997.08	16011.59	3884	0	3
2024.01.03	10:15:00	16011.59	16029.21	16008.41	16025.45	3759	0	1
2024.01.03	10:30:00	16025.45	16097.49	16019.58	16093.22	2554	0	2
2024.01.03	10:45:00	16093.22	16107.57	16048.73	16080.72	938	0	1
2024.01.03	11:00:00	16080.72	16087.32	16056.44	16064.9	970	0	2
2024.01.03	11:15:00	16064.9	16067.01	15990.81	16039.6	4609	0	1
2024.01.03	11:30:00	16039.6	16068.89	16037.67	16059.31	1828	0	3
2024.01.03	11:45:00	16059.31	16107.48	16057.43	16095.23	3367	0	4
2024.01.03	12:00:00	16095.23	16137.39	16080.22	16091.95	4754	0	4
2024.01.03	12:15:00	16091.95	16096.11	16039.86	16065.78	2719	0	1
2024.01.03	12:30:00	16065.78	16088.73	16024.81	16040.14	1444	0	1
2024.01.03	12:45:00	16040.14	16071.94	16006.24	16060.94	2681	0	1
2024.01.03	13:00:00	16060.94	16085.51	16052.07	16084.69	1532	0	4
2024.01.03	13:15:00	16084.69	16110.79	16044.13	16102.16	1316	0	4
2024.01.03	13:30:00	16102.16	16110.92	16071.66	16081.48	4149	0	1
2024.01.03	13:45:00	16081.48	16099.8	16063.27	16089.12	2056	0	4
2024.01.03	14:00:00	16089.12	16103.3	16084.68	16093.13	3581	0	3
2024.01.03	14:15:00	16093.13	16105.73	16072.92	16100.35	3772	0	1
2024.01.03	14:30:00	16100.35	16142.07	16080.89	16128.21	2972	0	2
2024.01.03	14:45:00	16128.21	16145.42	16113.1	16135.61	2934	0	2
2024.01.03	15:00:00	16135.61	16171.97	16134.44	16157.43	1312	0	4
2024.01.03	15:15:00	16157.43	16178.73	16143.84	16159.9	2881	0	1
2024.01.03	15:30:00	16159.9	16186.26	16151.24	16169.39	3881	0	1
2024.01.03	15:45:00	16169.39	16200.67	16145.82	16189.74	1378	0	3
2024.01.04	09:30:00	16189.74	16205.25	16142.23	16143.86	1544	0	2
2024.01.04	09:45:00	16143.86	16144.49	16125.22	16134.07	3606	0	2
2024.01.04	10:00:00	16134.07	16146.36	16101.41	16119.51	4918	0	4
2024.01.04	10:15:00	16119.51	16147.35	16070.1	16099.65	2264	0	4
2024.01.04	10:30:00	16099.65	16113.28	16071.55	16091.29	4227	0	3
2024.01.04	10:45:00	16091.29	16141.66	16089.52	16138.86	1322	0	4
2024.01.04	11:00:00	16138.86	16148.78	16096.31	16111.8	3063	0	4
2024.01.04	11:15:00	16111.8	16148.76	16102.95	16142.75	4747	0	3
2024.01.04	11:30:00	16142.75	16158.37	16065.1	16089.88	2487	0	4
2024.01.04	11:45:00	16089.88	16113.51	16068.32	16079.64	2780	0	1
2024.01.04	12:00:00	16079.64	16096.32	16075.88	16085.09	1197	0	1
2024.01.04	12:15:00	16085.09	16112.84	16068.06	16103.92	2876	0	4
2024.01.04	12:30:00	16103.92	16137.63	16088.27	16126.72	3135	0	1
2024.01.04	12:45:00	16126.72	16173.82	16093.55	16152.15	4916	0	3
2024.01.04	13:00:00	16152.15	16167.69	16113.55	16141.43	1404	0	2
2024.01.04	13:15:00	16141.43	16152.88	16121.65	16127.12	2148	0	4
2024.01.04	13:30:00	16127.12	16160.27	16107.12	16154.61	3412	0	3
2024.01.04	13:45:00	16154.61	16176.18	16125.96	16148.87	4743	0	1
2024.01.04	14:00:00	16148.87	16171.39	16099.89	16108.84	1570	0	2
2024.01.04	14:15:00	16108.84	16121.82	16054.15	16073.4	3627	0	3
2024.01.04	14:30:00	16073.4	16074.76	16043.53	16044.76	4457	0	4
2024.01.04	14:45:00	16044.76	16079.33	16036.11	16060.74	3348	0	4
2024.01.04	15:00:00	16060.74	16067.37	16033.0	16065.54	2420	0	4
2024.01.04	15:15:00	16065.54	16104.33	16034.85	16087.64	1554	0	4
2024.01.04	15:30:00	16087.64	16108.17	16073.51	16074.48	1796	0	4
2024.01.04	15:45:00	16074.48	16083.06	16066.09	16079.8	732	0	3
2024.01.05	09:30:00	16079.8	16116.04	16065.3	16099.86	1184	0	2
2024.01.05	09:45:00	16099.86	16106.47	16075.01	16090.42	2470	0	3
2024.01.05	10:00:00	16090.42	16114.22	16068.78	16105.16	1132	0	4
2024.01.05	10:15:00	16105.16	16123.54	16080.61	16084.59	545	0	2
2024.01.05	10:30:00	16084.59	16089.42	16071.85	16073.47	3617	0	4
2024.01.05	10:45:00	16073.47	16090.87	16053.84	16061.76	819	0	3
2024.01.05	11:00:00	16061.76	16068.51	16020.06	16024.45	1135	0	1
2024.01.05	11:15:00	16024.45	16045.48	15984.16	16040.09	3178	0	4
2024.01.05	11:30:00	16040.09	16047.63	16023.74	16025.65	4648	0	4
2024.01.05	11:45:00	16025.65	16031.4	16018.81	16026.36	3760	0	3
2024.01.05	12:00:00	16026.36	16057.86	16010.4	16041.8	646	0	1
2024.01.05	12:15:00	16041.8	16064.81	16038.03	16056.17	1255	0	1
