<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.02	09:30:00	16000.0	16009.06	15999.63	16005.84	3840	0	4
2024.01.02	09:35:00	16005.84	16010.99	15986.17	15987.32	1441	0	3
2024.01.02	09:40:00	15987.32	16028.04	15981.14	16001.24	3320	0	2
2024.01.02	09:45:00	16001.24	16024.61	15997.15	16018.61	3335	0	4
2024.01.02	09:50:00	16018.61	16037.37	15981.48	15983.58	1746	0	1
2024.01.02	09:55:00	15983.58	15998.06	15954.75	15960.35	1652	0	2
2024.01.02	10:00:00	15960.35	15969.84	15953.36	15962.98	876	0	2
2024.01.02	10:05:00	15962.98	15975.05	15952.4	15957.58	1167	0	3
2024.01.02	10:10:00	15957.58	15963.76	15955.83	15957.6	929	0	3
2024.01.02	10:15:00	15957.6	15969.15	15930.43	15942.51	3271	0	2
2024.01.02	10:20:00	15942.51	15965.41	15935.21	15958.71	1047	0	4
2024.01.02	10:25:00	15958.71	15974.8	15949.0	15973.09	2808	0	2
2024.01.02	10:30:00	15973.09	15976.96	15972.52	15974.61	1001	0	3
2024.01.02	10:35:00	15974.61	15996.97	15961.08	15995.33	4025	0	1
2024.01.02	10:40:00	15995.33	16012.07	15979.56	16004.12	3549	0	1
2024.01.02	10:45:00	16004.12	16007.72	15970.57	15988.87	1815	0	1
2024.01.02	10:50:00	15988.87	16002.0	15969.4	15995.87	3808	0	1
2024.01.02	10:55:00	15995.87	15997.45	15974.7	15978.83	1513	0	4
2024.01.02	11:00:00	15978.83	16012.99	15971.3	15995.05	3358	0	3
2024.01.02	11:05:00	15995.05	15997.33	15994.12	15994.47	3382	0	4
2024.01.02	11:10:00	15994.47	16002.34	15989.54	15991.44	2463	0	2
2024.01.02	11:15:00	15991.44	15996.33	15973.91	15979.44	3654	0	1
2024.01.02	11:20:00	15979.44	16004.37	15978.99	16001.89	4765	0	2
2024.01.02	11:25:00	16001.89	16002.88	15994.38	15999.41	2360	0	1
2024.01.02	11:30:00	15999.41	16007.54	15988.17	15991.97	1775	0	2
2024.01.02	11:35:00	15991.97	15998.48	15967.94	15985.92	2490	0	1
2024.01.02	11:40:00	15985.92	15998.27	15985.01	15995.88	3055	0	1
2024.01.02	11:45:00	15995.88	16009.1	15982.39	16002.82	1055	0	3
2024.01.02	11:50:00	16002.82	16014.11	15987.92	16010.62	4819	0	4
2024.01.02	11:55:00	16010.62	16019.36	15999.55	16018.75	2612	0	1
2024.01.02	12:00:00	16018.75	16060.76	16013.68	16057.96	4837	0	4
2024.01.02	12:05:00	16057.96	16082.31	16048.43	16050.9	4825	0	4
2024.01.02	12:10:00	16050.9	16064.88	16038.12	16041.91	787	0	1
2024.01.02	12:15:00	16041.91	16050.61	16014.34	16027.46	1011	0	1
2024.01.02	12:20:00	16027.46	16046.79	16020.68	16038.96	1316	0	1
2024.01.02	12:25:00	16038.96	16060.99	16025.51	16059.8	3055	0	3
2024.01.02	12:30:00	16059.8	16083.15	16052.39	16058.04	2091	0	3
2024.01.02	12:35:00	16058.04	16066.79	16032.35	16043.1	582	0	4
2024.01.02	12:40:00	16043.1	16049.67	16017.36	16028.45	3039	0	3
2024.01.02	12:45:00	16028.45	16040.74	16019.41	16040.58	1964	0	1
2024.01.02	12:50:00	16040.58	16062.11	16032.13	16054.41	4295	0	4
2024.01.02	12:55:00	16054.41	16072.64	16048.42	16064.6	3925	0	4
2024.01.02	13:00:00	16064.6	16069.47	16034.81	16052.82	4300	0	3
2024.01.02	13:05:00	16052.82	16063.31	16043.09	16057.37	3052	0	4
2024.01.02	13:10:00	16057.37	16071.89	16051.95	16059.81	3631	0	2
2024.01.02	13:15:00	16059.81	16080.54	16045.79	16064.11	865	0	3
2024.01.02	13:20:00	16064.11	16082.37	16063.03	16080.29	3918	0	3
2024.01.02	13:25:00	16080.29	16098.96	16071.12	16084.68	2533	0	2
2024.01.02	13:30:00	16084.68	16111.21	16083.33	16097.37	519	0	4
2024.01.02	13:35:00	16097.37	16112.87	16085.57	16098.93	855	0	3
2024.01.02	13:40:00	16098.93	16113.98	16094.24	16104.52	1887	0	4
2024.01.02	13:45:00	16104.52	16120.13	16095.6	16116.36	2180	0	2
2024.01.02	13:50:00	16116.36	16121.71	16082.53	16090.11	1439	0	2
2024.01.02	13:55:00	16090.11	16103.94	16081.19	16084.61	3960	0	4
2024.01.02	14:00:00	16084.61	16103.18	16060.44	16076.37	2511	0	1
2024.01.02	14:05:00	16076.37	16085.48	16045.07	16065.06	1662	0	3
2024.01.02	14:10:00	16065.06	16066.85	16050.92	16060.38	3531	0	4
2024.01.02	14:15:00	16060.38	16089.81	16054.95	16087.91	2540	0	4
2024.01.02	14:20:00	16087.91	16094.38	16067.78	16072.47	4004	0	4
2024.01.02	14:25:00	16072.47	16094.63	16061.83	16090.42	2751	0	3
2024.01.02	14:30:00	16090.42	16097.95	16040.43	16060.11	3872	0	1
2024.01.02	14:35:00	16060.11	16063.07	16053.55	16054.34	4339	0	2
2024.01.02	14:40:00	16054.34	16059.68	16049.91	16057.62	856	0	4
2024.01.02	14:45:00	16057.62	16075.42	16040.13	16068.61	1046	0	3
2024.01.02	14:50:00	16068.61	16092.51	16056.44	16081.87	3787	0	2
2024.01.02	14:55:00	16081.87	16115.04	16076.7	16096.65	2976	0	4
2024.01.02	15:00:00	16096.65	16103.57	16090.08	16090.61	1583	0	2
2024.01.02	15:05:00	16090.61	16090.69	16073.34	16082.51	638	0	2
2024.01.02	15:10:00	16082.51	16109.04	16079.29	16098.47	4799	0	2
2024.01.02	15:15:00	16098.47	16110.3	16086.67	16095.3	920	0	2
2024.01.02	15:20:00	16095.3	16103.27	16072.15	16072.39	2582	0	3
2024.01.02	15:25:00	16072.39	16081.22	16045.7	16052.1	1493	0	4
2024.01.02	15:30:00	16052.1	16055.87	16034.05	16035.72	2280	0	4
2024.01.02	15:35:00	16035.72	16053.96	16029.41	16045.07	3738	0	2
2024.01.02	15:40:00	16045.07	16054.3	16035.69	16047.98	2791	0	2
2024.01.02	15:45:00	16047.98	16067.97	16046.64	16060.85	684	0	4
2024.01.02	15:50:00	16060.85	16068.98	16044.96	16053.41	892	0	3
2024.01.02	15:55:00	16053.41	16060.18	16050.36	16056.61	4752	0	1
2024.01.03	09:30:00	16056.61	16077.34	16052.26	16068.31	1633	0	3
2024.01.03	09:35:00	16068.31	16070.26	16051.79	16063.0	2424	0	4
2024.01.03	09:40:00	16063.0	16072.54	16056.83	16071.63	4034	0	2
2024.01.03	09:45:00	16071.63	16084.67	16053.84	16059.91	4273	0	3
2024.01.03	09:50:00	16059.91	16070.3	16046.76	16053.63	1778	0	4
2024.01.03	09:55:00	16053.63	16065.25	16043.32	16047.02	1498	0	1
2024.01.03	10:00:00	16047.02	16058.89	16021.54	16025.62	2468	0	4
2024.01.03	10:05:00	16025.62	16039.6	16014.25	16034.78	2020	0	1
2024.01.03	10:10:00	16034.78	16042.61	16014.15	16026.58	3654	0	1
2024.01.03	10:15:00	16026.58	16032.25	16007.93	16027.13	3771	0	2
2024.01.03	10:20:00	16027.13	16043.67	16021.57	16036.18	1670	0	1
2024.01.03	10:25:00	16036.18	16052.66	16028.31	16044.61	2206	0	3
2024.01.03	10:30:00	16044.61	16061.21	16043.62	16057.02	3787	0	3
2024.01.03	10:35:00	16057.02	16059.64	16053.09	16055.55	2783	0	2
2024.01.03	10:40:00	16055.55	16074.47	16045.79	16048.18	2979	0	4
2024.01.03	10:45:00	16048.18	16059.54	16039.27	16047.05	4141	0	2
2024.01.03	10:50:00	16047.05	16058.95	16013.6	16016.75	3432	0	4
2024.01.03	10:55:00	16016.75	16022.83	15985.66	15990.84	3429	0	3
2024.01.03	11:00:00	15990.84	15994.67	15950.84	15967.23	2667	0	3
2024.01.03	11:05:00	15967.23	15972.63	15949.27	15949.53	4261	0	4
2024.01.03	11:10:00	15949.53	15960.22	15943.43	15957.07	603	0	2
2024.01.03	11:15:00	15957.07	15971.8	15927.59	15941.04	889	0	1
2024.01.03	11:20:00	15941.04	15944.69	15917.7	15934.53	3543	0	4
2024.01.03	11:25:00	15934.53	15960.68	15929.55	15958.31	3236	0	3
2024.01.03	11:30:00	15958.31	15959.46	15933.57	15952.19	1759	0	1
2024.01.03	11:35:00	15952.19	15981.57	15948.59	15965.84	3205	0	4
2024.01.03	11:40:00	15965.84	15978.8	15948.0	15949.29	981	0	3
2024.01.03	11:45:00	15949.29	15965.89	15944.37	15945.9	3231	0	3
2024.01.03	11:50:00	15945.9	15947.58	15909.09	15929.07	2125	0	1
2024.01.03	11:55:00	15929.07	15941.75	15903.52	15923.28	3149	0	4
2024.01.03	12:00:00	15923.28	15945.54	15921.35	15938.75	2033	0	3
2024.01.03	12:05:00	15938.75	15953.65	15905.54	15907.93	3757	0	3
2024.01.03	12:10:00	15907.93	15921.97	15906.01	15916.08	1002	0	1
2024.01.03	12:15:00	15916.08	15930.04	15914.73	15920.68	4298	0	3
2024.01.03	12:20:00	15920.68	15922.2	15907.89	15910.29	2726	0	4
2024.01.03	12:25:00	15910.29	15920.51	15882.89	15884.58	1533	0	4
2024.01.03	12:30:00	15884.58	15892.24	15884.37	15886.19	4829	0	2
2024.01.03	12:35:00	15886.19	15888.61	15865.18	15876.99	970	0	1
2024.01.03	12:40:00	15876.99	15893.21	15873.56	15881.49	2916	0	2
2024.01.03	12:45:00	15881.49	15885.69	15875.05	15882.2	832	0	3
2024.01.03	12:50:00	15882.2	15934.54	15877.33	15911.35	4547	0	2
2024.01.03	12:55:00	15911.35	15918.36	15890.54	15907.36	1212	0	3
2024.01.03	13:00:00	15907.36	15909.74	15877.24	15889.25	1633	0	4
2024.01.03	13:05:00	15889.25	15898.3	15881.66	15892.79	3451	0	1
2024.01.03	13:10:00	15892.79	15897.46	15885.31	15897.07	4481	0	1
2024.01.03	13:15:00	15897.07	15923.05	15896.8	15921.87	2374	0	2
2024.01.03	13:20:00	15921.87	15941.04	15911.59	15937.26	1671	0	1
2024.01.03	13:25:00	15937.26	15948.8	15923.08	15944.02	2072	0	4
2024.01.03	13:30:00	15944.02	15979.39	15936.72	15970.77	4628	0	1
2024.01.03	13:35:00	15970.77	15979.44	15944.46	15949.61	4594	0	1
2024.01.03	13:40:00	15949.61	15952.95	15938.02	15938.38	1051	0	2
2024.01.03	13:45:00	15938.38	15948.93	15916.81	15921.99	4550	0	2
2024.01.03	13:50:00	15921.99	15928.56	15907.73	15915.28	4284	0	3
2024.01.03	13:55:00	15915.28	15915.41	15890.11	15890.81	2925	0	1
2024.01.03	14:00:00	15890.81	15919.01	15885.71	15902.56	1649	0	4
